,slide_name,tile_filename,pred_scores
0,wsi_1,wsi_1_19088_20280_41755_42947.jpg,0.5833475459086688
1,wsi_1,wsi_1_20281_21473_36983_38175.jpg,0.9941964624872376
2,wsi_1,wsi_1_20281_21473_41755_42947.jpg,0.7906444035925746
3,wsi_1,wsi_1_20281_21473_42948_44140.jpg,0.9717279414028211
4,wsi_1,wsi_1_21474_22666_36983_38175.jpg,0.9975626169848507
5,wsi_1,wsi_1_21474_22666_38176_39368.jpg,0.9830678399534654
6,wsi_1,wsi_1_21474_22666_39369_40561.jpg,0.9810063722218894
7,wsi_1,wsi_1_21474_22666_40562_41754.jpg,0.9647769474304783
8,wsi_1,wsi_1_21474_22666_41755_42947.jpg,0.760868492160765
9,wsi_1,wsi_1_21474_22666_42948_44140.jpg,0.9729124381085291
10,wsi_1,wsi_1_21474_22666_44141_45333.jpg,0.9281591707802539
11,wsi_1,wsi_1_21474_22666_45334_46526.jpg,0.8986573100111936
12,wsi_1,wsi_1_22667_23859_26246_27438.jpg,0.9425895042387363
13,wsi_1,wsi_1_22667_23859_27439_28631.jpg,0.9799246003168425
14,wsi_1,wsi_1_22667_23859_28632_29824.jpg,0.9876105658743497
15,wsi_1,wsi_1_22667_23859_29825_31017.jpg,0.9890019817442999
16,wsi_1,wsi_1_22667_23859_31018_32210.jpg,0.9955596028714946
17,wsi_1,wsi_1_22667_23859_36983_38175.jpg,0.9770581268786751
18,wsi_1,wsi_1_22667_23859_38176_39368.jpg,0.9753136646593693
19,wsi_1,wsi_1_22667_23859_39369_40561.jpg,0.9901687608464956
20,wsi_1,wsi_1_22667_23859_40562_41754.jpg,0.9943726293643376
21,wsi_1,wsi_1_22667_23859_41755_42947.jpg,0.9971218045548328
22,wsi_1,wsi_1_22667_23859_42948_44140.jpg,0.9947555256631709
23,wsi_1,wsi_1_22667_23859_44141_45333.jpg,0.9128038925966736
24,wsi_1,wsi_1_22667_23859_45334_46526.jpg,0.9204927678062753
25,wsi_1,wsi_1_23860_25052_21474_22666.jpg,0.9899712678974122
26,wsi_1,wsi_1_23860_25052_22667_23859.jpg,0.9775505559590366
27,wsi_1,wsi_1_23860_25052_23860_25052.jpg,0.9854237822595562
28,wsi_1,wsi_1_23860_25052_25053_26245.jpg,0.9950230237758946
29,wsi_1,wsi_1_23860_25052_26246_27438.jpg,0.995647076584471
30,wsi_1,wsi_1_23860_25052_27439_28631.jpg,0.9893313933393363
31,wsi_1,wsi_1_23860_25052_28632_29824.jpg,0.996172049471266
32,wsi_1,wsi_1_23860_25052_29825_31017.jpg,0.9886651422469701
33,wsi_1,wsi_1_23860_25052_31018_32210.jpg,0.9943054531304881
34,wsi_1,wsi_1_23860_25052_36983_38175.jpg,0.9983105758145286
35,wsi_1,wsi_1_23860_25052_38176_39368.jpg,0.9982006424193888
36,wsi_1,wsi_1_23860_25052_39369_40561.jpg,0.9646320682056491
37,wsi_1,wsi_1_23860_25052_40562_41754.jpg,0.997354033238406
38,wsi_1,wsi_1_23860_25052_41755_42947.jpg,0.9917502567208627
39,wsi_1,wsi_1_23860_25052_42948_44140.jpg,0.9914147843682968
40,wsi_1,wsi_1_23860_25052_45334_46526.jpg,0.9929383550496067
41,wsi_1,wsi_1_25053_26245_17895_19087.jpg,0.958632723925967
42,wsi_1,wsi_1_25053_26245_19088_20280.jpg,0.9791679774252876
